"RS","NAME","INSGESAMT","INSG_M","INSG_W","AUSL_INSG","AUSL_M","AUSL_W","IIU6","IMU6","IWU6","DIU6","DMU6","DWU6","AIU6","AMU6","AWU6","II6BU15","IM6BU15","IW6BU15","DI6BU15","DM6BU15","DW6BU15","AI6BU15","AM6BU15","AW6BU15","II15BU65","IM15BU65","IW15BU65","DI15BU65","DM15BU65","DW15BU65","AI15BU65","AM15BU65","AW15BU65","II65UM","IM65UM","IW65UM","DI65UM","DM65UM","DW65UM","AI65UM","AM65UM","AW65UM","ANT_AI","ANT_AM","ANT_AW","ANT_AIU6","ANT_AMU6","ANT_AWU6","ANT_AI6BU15","ANT_AM6BU15","ANT_AW6BU15","ANT_AI15BU65","ANT_AM15BU65","ANT_AW15BU65","ANT_AI65UM","ANT_AM65UM","ANT_AW65UM","SOZ_INS","SOZ_AUS","BESCHQ_INS","BESCHQ_AUS","ARBLOS_INSG","ARBLOS_AUSL","BESCH_AUS_ABSOLUT","ARBSUCH_INSG_ABSOLUT","ARBSUCH_FLUMI_ABSOLUT","ALQ_AUSL","ANT_ARBS_FLUMI","ANT_SOZ_AUS","kurs_begon","kurs_beend","kurs_tnber","kurs_tln","AZR_INSG","AZR_GASTARB","AZR_EU28_AUSL","AZR_OST2004","AZR_NICHTEU_AUSL","AZR_SYRIEN","AZR_AFGHANISTAN","AZR_IRAK","AZR_EUNIEDERL","AZR_UNBEFR","AZR_BEFR","AZR_ERWERB","AZR_BLUE_C","AZR_GESTATT","AZR_DULD","AZR_U6","AZR_6BU15","AZR_15BU65","AZR_65UM","AZR_ADU2","AZR_AD2BU10","AZR_AD10BU25","AZR_AD25UM","AZR_ANT_GASTARB","AZR_ANT_EU28_AUSL","AZR_ANT_OST2004","AZR_ANT_NICHTEU_AUSL","AZR_ANT_SYRIEN","AZR_ANT_AFGHANISTAN","AZR_ANT_IRAK","AZR_ANT_EUNIEDERL","AZR_ANT_UNBEFR","AZR_ANT_BEFR","AZR_ANT_ERWERB","AZR_ANT_BLUE_C","AZR_ANT_GESTATT","AZR_ANT_DULD","AZR_ANT_U6","AZR_ANT_6BU15","AZR_ANT_15BU65","AZR_ANT_65UM","AZR_ANT_ADU2","AZR_ANT_AD2BU10","AZR_ANT_AD10BU25","AZR_ANT_AD25UM","N_Sch_I_Lag","N_Sch_O","N_Sch_J","N_Sch_N","N_Sch_SY","N_Sch_AF","N_Sch_IQ","N_Sch_RU","N_Sch_IR","N_Sch_XK","A2_Sch_i","A_Sch_O","A_Sch_J","A_Sch_N","A_Sch_SY","A_Sch_AF","A_Sch_IQ","A_Sch_RU","A_Sch_IR","A_Sch_XK","Sch_I_lag"
03252,"Hameln-Pyrmont",148549,71880,76669,15667,8118,7549,7852,3991,3861,6517,3295,3222,1335,696,639,11564,5878,5686,9788,4921,4867,1776,957,819,91284,45673,45611,80393,39961,40432,10891,5712,5179,37849,16338,21511,36184,15585,20599,1665,753,912,10.5,11.3,9.8,17,17.4,16.6,15.4,16.3,14.4,11.9,12.5,11.4,4.4,4.6,4.2,55842,4725,60.9,44.4,4673,1291,5545,9146,1109,18.5,12.1,8.5,34,27,548,491,17460,5980,5635,3915,11830,2245,490,1355,6035,4410,5535,200,90,420,470,1335,1940,12350,1845,1660,8165,3035,4605,34.2,32.3,22.4,67.8,12.9,2.8,7.8,34.6,25.3,31.7,1.1,0.5,2.4,2.7,7.6,11.1,70.7,10.6,9.5,46.8,17.4,26.4,4660,460,4095,430,1780,405,965,210,30,105,3.4,9.2,82.1,8.6,35.7,8.1,19.4,4.2,0.6,2.1,7
03254,"Hildesheim",275817,134547,141270,23147,12401,10746,14251,7343,6908,12580,6475,6105,1671,868,803,20942,10709,10233,18763,9553,9210,2179,1156,1023,175819,88222,87597,158565,78789,79776,17254,9433,7821,64805,28273,36532,62762,27329,35433,2043,944,1099,8.4,9.2,7.6,11.7,11.8,11.6,10.4,10.8,10,9.8,10.7,8.9,3.2,3.3,3,104353,6826,58.9,40.3,8097,1945,8160,14334,1632,18.6,11.4,6.5,54,39,1090,871,25525,7605,8390,5620,17140,2785,770,1860,8960,5395,7435,435,185,945,650,1665,2335,19350,2180,2945,12420,4765,5395,29.8,32.9,22,67.1,10.9,3,7.3,35.1,21.1,29.1,1.7,0.7,3.7,2.5,6.5,9.1,75.8,8.5,11.5,48.7,18.7,21.1,6615,1005,5175,665,1960,660,1455,100,205,185,2.5,14.7,75.7,9.7,28.7,9.6,21.3,1.5,3,2.7,3.4
03255,"Holzminden",70458,34911,35547,5197,2845,2352,3436,1766,1670,3053,1546,1507,383,220,163,5169,2646,2523,4671,2377,2294,498,269,229,43118,22104,21014,39321,20004,19317,3797,2100,1697,18735,8395,10340,18216,8139,10077,519,256,263,7.4,8.1,6.6,11.1,12.5,9.8,9.6,10.2,9.1,8.8,9.5,8.1,2.8,3,2.5,25646,1520,58.7,39.9,2171,410,1817,3888,368,18.8,9.5,5.9,12,14,227,198,4490,1690,985,520,3505,635,170,135,1095,1455,1415,100,25,235,140,280,420,3275,510,415,1925,740,1410,37.6,21.9,11.6,78.1,14.1,3.8,3,24.4,32.4,31.5,2.2,0.6,5.2,3.1,6.2,9.4,72.9,11.4,9.2,42.9,16.5,31.4,1390,230,895,145,495,165,110,55,70,25,1.8,18,70.2,11.4,38.8,12.9,8.6,4.3,5.5,2,-8.3
03256,"Nienburg (Weser)",121390,60299,61091,9870,5302,4568,6611,3297,3314,5756,2869,2887,855,428,427,10121,5064,5057,8898,4439,4459,1223,625,598,77302,39764,37538,70095,35804,34291,7207,3960,3247,27356,12174,15182,26771,11885,14886,585,289,296,8.1,8.8,7.5,12.9,13,12.9,12.1,12.3,11.8,9.3,10,8.6,2.1,2.4,1.9,47556,3588,61.1,49.2,3097,787,4799,5820,838,13.6,14.4,7.5,28,15,514,486,10560,2145,3945,3200,6615,1400,490,1180,4115,1845,3045,110,20,455,335,810,1280,7800,670,1260,5700,1710,1890,20.3,37.4,30.3,62.6,13.3,4.6,11.2,39,17.5,28.8,1,0.2,4.3,3.2,7.7,12.1,73.9,6.3,11.9,54,16.2,17.9,3450,415,2735,305,1150,440,860,80,60,50,2.8,12,79.2,8.8,33.3,12.7,24.9,2.3,1.7,1.4,0.1
03257,"Schaumburg",157820,77266,80554,13628,7319,6309,8112,4121,3991,7074,3589,3485,1038,532,506,12014,6120,5894,10741,5469,5272,1273,651,622,98739,50017,48722,88645,44488,44157,10094,5529,4565,38955,17008,21947,37732,16401,21331,1223,607,616,8.6,9.5,7.8,12.8,12.9,12.7,10.6,10.6,10.6,10.2,11.1,9.4,3.1,3.6,2.8,58980,4285,59.5,43.4,4098,1088,4989,8044,1103,17.6,13.7,7.3,19,15,767,353,14755,5080,5475,3555,9280,1635,510,865,5760,3045,4235,190,20,670,550,1000,1310,11105,1335,1575,6945,2325,3910,34.4,37.1,24.1,62.9,11.1,3.5,5.9,39,20.6,28.7,1.3,0.1,4.5,3.7,6.8,8.9,75.3,9,10.7,47.1,15.8,26.5,4175,715,2945,540,1255,450,630,115,150,170,2.7,17,70.1,12.9,29.9,10.7,15,2.7,3.6,4,0.6
03351,"Celle",179011,88101,90910,14126,7543,6583,10254,5259,4995,9123,4691,4432,1131,568,563,15134,7730,7404,13552,6928,6624,1582,802,780,111331,56285,55046,101040,50658,50382,10291,5627,4664,42292,18827,23465,41170,18281,22889,1122,546,576,7.9,8.6,7.2,11,10.8,11.3,10.5,10.4,10.5,9.2,10,8.5,2.7,2.9,2.5,65937,4449,58.9,43.8,5041,994,5153,9827,1198,15.8,12.2,6.7,33,22,865,564,14300,3160,4950,3470,9345,1585,390,1940,5605,2405,4985,225,115,250,375,1015,1590,10500,1195,1610,7500,2420,2775,22.1,34.6,24.3,65.3,11.1,2.7,13.6,39.2,16.8,34.9,1.6,0.8,1.7,2.6,7.1,11.1,73.4,8.4,11.3,52.4,16.9,19.4,4860,330,4145,410,1440,365,1605,120,65,80,2.7,6.8,84.9,8.4,29.5,7.5,32.9,2.5,1.3,1.6,0.4
03352,"Cuxhaven",198038,96867,101171,12503,6604,5899,10281,5318,4963,9352,4835,4517,929,483,446,15913,8288,7625,14627,7572,7055,1286,716,570,121229,60369,60860,112025,55473,56552,9204,4896,4308,50615,22892,27723,49531,22383,27148,1084,509,575,6.3,6.8,5.8,9,9.1,9,8.1,8.6,7.5,7.6,8.1,7.1,2.1,2.2,2.1,72412,4531,59.4,48.9,5455,1070,5138,9542,813,17.1,8.5,6.3,24,18,593,447,13410,4600,6160,2975,7250,1590,515,345,6460,1935,3375,160,40,525,390,835,1295,10130,1155,1395,6195,2385,3435,34.3,45.9,22.2,54.1,11.9,3.8,2.6,48.2,14.4,25.2,1.2,0.3,3.9,2.9,6.2,9.7,75.5,8.6,10.4,46.2,17.8,25.6,3620,525,2675,360,1285,505,330,30,130,135,1.8,14.8,75.2,10.1,36.1,14.2,9.3,0.8,3.7,3.8,-1.8
03353,"Harburg",254431,125373,129058,19962,11233,8729,14639,7626,7013,13585,7091,6494,1054,535,519,21747,11164,10583,20260,10417,9843,1487,747,740,160985,81088,79897,144889,71694,73195,16096,9394,6702,57060,25495,31565,55735,24938,30797,1325,557,768,7.8,9,6.8,7.2,7,7.4,6.8,6.7,7,10,11.6,8.4,2.3,2.2,2.4,102345,8459,63.8,54.3,5092,1239,9454,9274,807,11.3,8.7,8.3,30,29,764,639,22685,5810,9955,7360,12730,1265,635,455,10540,4015,4765,445,50,730,1135,1000,1560,18450,1675,3330,10155,4600,4595,25.6,43.9,32.4,56.1,5.6,2.8,2,46.5,17.7,21,2,0.2,3.2,5,4.4,6.9,81.3,7.4,14.7,44.8,20.3,20.3,3850,835,2380,1000,705,475,300,50,180,120,1.7,19.8,56.4,23.7,16.7,11.3,7.1,1.2,4.3,2.8,9.6
03354,"Lüchow-Dannenberg",48412,23783,24629,2767,1498,1269,2293,1169,1124,2053,1040,1013,240,129,111,3611,1908,1703,3319,1740,1579,292,168,124,28895,14525,14370,26835,13409,13426,2060,1116,944,13613,6181,7432,13438,6096,7342,175,85,90,5.7,6.3,5.2,10.5,11,9.9,8.1,8.8,7.3,7.1,7.7,6.6,1.3,1.4,1.2,16001,887,55.1,45,1695,202,998,3036,156,18.4,5.1,5.5,5,5,120,74,2900,565,1340,1025,1560,295,140,50,1450,335,665,40,5,110,85,235,295,2175,200,485,1535,495,390,19.5,46.2,35.3,53.8,10.2,4.8,1.7,50,11.6,22.9,1.4,0.2,3.8,2.9,8.1,10.2,75,6.9,16.7,52.9,17.1,13.4,625,120,460,85,215,135,35,20,20,25,1.4,18,69.2,12.8,32.3,20.3,5.3,3,3,3.8,6.4
03355,"Lüneburg",184139,89803,94336,12548,6794,5754,10433,5372,5061,9587,4943,4644,846,429,417,15576,7930,7646,14209,7203,7006,1367,727,640,120662,59882,60780,111098,54614,56484,9564,5268,4296,37468,16619,20849,36697,16249,20448,771,370,401,6.8,7.6,6.1,8.1,8,8.2,8.8,9.2,8.4,7.9,8.8,7.1,2.1,2.2,1.9,69034,3813,57.2,40.3,4917,1051,4492,9091,1230,9.7,13.5,5.5,34,31,714,542,13095,2930,4070,2570,9025,1920,610,760,4365,2065,4780,245,65,360,460,820,1375,10070,825,1495,7285,2245,2065,22.4,31.1,19.6,68.9,14.7,4.7,5.8,33.3,15.8,36.5,1.9,0.5,2.7,3.5,6.3,10.5,76.9,6.3,11.4,55.6,17.1,15.8,4195,425,3305,395,1305,530,560,115,195,115,2.2,10.3,80.1,9.6,31.6,12.8,13.6,2.8,4.7,2.8,-1.7
03356,"Osterholz",113928,55926,58002,6400,3259,3141,6453,3294,3159,5911,2996,2915,542,298,244,9316,4836,4480,8548,4419,4129,768,417,351,71267,35727,35540,66592,33365,33227,4675,2362,2313,26892,12069,14823,26477,11887,14590,415,182,233,5.6,5.8,5.4,8.4,9,7.7,8.2,8.6,7.8,6.6,6.6,6.5,1.5,1.5,1.6,44309,2003,62,43.4,1935,448,2352,3839,418,6.2,10.9,4.5,9,7,269,175,6980,2045,2315,1480,4665,755,230,300,2475,1500,2385,115,15,250,180,515,825,5125,515,700,3290,1465,1525,29.3,33.2,21.2,66.8,10.8,3.3,4.3,35.5,21.5,34.2,1.6,0.2,3.6,2.6,7.4,11.8,73.4,7.4,10,47.1,21,21.8,2110,275,1640,185,600,230,240,70,55,95,1.8,13.1,78.1,8.8,28.6,11,11.4,3.3,2.6,4.5,-0.5
03357,"Rotenburg (Wümme)",163782,82317,81465,10673,5877,4796,9017,4668,4349,8260,4282,3978,757,386,371,13464,6925,6539,12445,6381,6064,1019,544,475,106192,54605,51587,98005,50044,47961,8187,4561,3626,35109,16119,18990,34399,15733,18666,710,386,324,6.5,7.1,5.9,8.4,8.3,8.5,7.6,7.9,7.3,7.7,8.4,7,2,2.4,1.7,67036,4039,63,51.6,3098,591,4565,5509,648,14.9,11.8,6,23,17,515,381,12055,2265,5430,3780,6625,1265,485,325,5655,1850,2980,210,40,670,365,790,1150,9280,835,1765,5830,2325,2140,18.8,45,31.4,55,10.5,4,2.7,46.9,15.3,24.7,1.7,0.3,5.6,3,6.6,9.5,77,6.9,14.6,48.4,19.3,17.8,2850,580,2020,330,865,405,260,45,95,80,1.8,19.8,68.9,11.3,29.5,13.8,8.9,1.5,3.2,2.7,2.8
03358,"Heidekreis",140673,70251,70422,12641,6968,5673,7772,4041,3731,6661,3467,3194,1111,574,537,11688,6105,5583,10427,5453,4974,1261,652,609,89514,45902,43612,79976,40517,39459,9538,5385,4153,31699,14203,17496,30968,13846,17122,731,357,374,9,9.9,8.1,14.3,14.2,14.4,10.8,10.7,10.9,10.7,11.7,9.5,2.3,2.5,2.1,53764,4008,60.2,45.2,3911,839,4960,7168,670,15.6,9.3,7.5,17,15,369,261,12750,3145,5670,4430,7080,1230,205,465,6220,1970,3045,315,55,320,285,910,1125,9860,855,2090,6330,2215,2120,24.7,44.5,34.7,55.5,9.6,1.6,3.6,48.8,15.5,23.9,2.5,0.4,2.5,2.2,7.1,8.8,77.3,6.7,16.4,49.6,17.4,16.6,2615,560,2020,355,925,180,365,80,80,80,2.1,19,68.7,12.1,31.5,6.1,12.4,2.7,2.7,2.7,12.4
03359,"Stade",204512,101831,102681,18088,10065,8023,12121,6334,5787,10604,5536,5068,1517,798,719,17536,9125,8411,15680,8117,7563,1856,1008,848,130684,66518,64166,116845,58670,58175,13839,7848,5991,44171,19854,24317,43295,19443,23852,876,411,465,8.8,9.9,7.8,12.5,12.6,12.4,10.6,11,10.1,10.6,11.8,9.3,2,2.1,1.9,81833,6643,62.8,50,5695,1484,8040,10196,1380,16,13.5,8.1,42,31,1243,711,19980,4200,9235,7190,10745,2690,905,445,9690,2645,5415,280,65,915,570,1490,2070,15310,1105,2665,11170,3270,2870,21,46.2,36,53.8,13.5,4.5,2.2,48.5,13.2,27.1,1.4,0.3,4.6,2.9,7.5,10.4,76.6,5.5,13.3,55.9,16.4,14.4,4670,905,3370,575,2015,805,350,90,240,100,2.4,18.7,69.5,11.9,41.5,16.6,7.2,1.9,4.9,2.1,3.9
03360,"Uelzen",92389,45137,47252,5486,2871,2615,4399,2251,2148,3986,2046,1940,413,205,208,6921,3541,3380,6294,3198,3096,627,343,284,57396,28828,28568,53288,26668,26620,4108,2160,1948,23673,10517,13156,23335,10354,12981,338,163,175,5.9,6.4,5.5,9.4,9.1,9.7,9.1,9.7,8.4,7.2,7.5,6.8,1.4,1.5,1.3,33736,1767,58.4,44.4,2206,339,2062,4156,294,13.8,7.1,5.2,12,12,237,212,6015,1240,2260,1820,3755,750,240,240,2415,895,1875,120,35,170,170,430,635,4580,370,870,3275,1030,840,20.6,37.6,30.3,62.4,12.5,4,4,40.1,14.9,31.2,2,0.6,2.8,2.8,7.1,10.6,76.1,6.2,14.5,54.4,17.1,14,1510,180,1215,155,495,220,185,50,60,25,1.7,11.7,78.6,10,32,14.2,12,3.2,3.9,1.6,2.3
03361,"Verden",137133,67299,69834,10451,5561,4890,8289,4231,4058,7540,3857,3683,749,374,375,11743,5925,5818,10728,5418,5310,1015,507,508,86125,43115,43010,78104,38740,39364,8021,4375,3646,30976,14028,16948,30310,13723,16587,666,305,361,7.6,8.3,7,9,8.8,9.2,8.6,8.6,8.7,9.3,10.1,8.5,2.2,2.2,2.1,54121,3679,62.6,46.6,2640,644,4259,4953,768,12.7,15.5,6.8,27,17,420,385,11465,3550,3790,2680,7675,1130,375,730,4045,2640,3580,180,25,500,345,720,1045,8890,815,1200,5495,2185,2585,31,33.1,23.4,66.9,9.9,3.3,6.4,35.3,23,31.2,1.6,0.2,4.4,3,6.3,9.1,77.5,7.1,10.5,47.9,19.1,22.5,3355,565,2545,260,960,335,600,25,75,50,2.5,16.8,75.5,7.7,28.5,9.9,17.8,0.7,2.2,1.5,0.4
03401,"Delmenhorst, Stadt",77559,38313,39246,12412,6393,6019,5010,2524,2486,3805,1926,1879,1205,598,607,6379,3340,3039,4948,2599,2349,1431,741,690,49073,24867,24206,40175,20223,19952,8898,4644,4254,17097,7582,9515,16219,7172,9047,878,410,468,16,16.7,15.3,24.1,23.7,24.4,22.4,22.2,22.7,18.1,18.7,17.6,5.1,5.4,4.9,25778,3463,52.2,39.6,3499,1295,4060,6743,1009,23.8,15,13.4,21,15,613,520,13710,3525,5510,4650,8200,1880,355,1005,5790,3090,4015,70,30,205,155,1195,1530,9985,1000,1400,7480,2260,2570,25.7,40.2,33.9,59.8,13.7,2.6,7.3,42.2,22.5,29.3,0.5,0.2,1.5,1.1,8.7,11.2,72.8,7.3,10.2,54.6,16.5,18.7,3240,265,2945,155,1470,305,730,55,60,70,4.3,7.9,87.5,4.6,43.7,9.1,21.7,1.6,1.8,2.1,3.9
03402,"Emden, Stadt",49913,24884,25029,5111,2974,2137,2843,1497,1346,2363,1233,1130,480,264,216,3998,2084,1914,3423,1785,1638,575,299,276,32328,16563,15765,28507,14289,14218,3821,2274,1547,10744,4740,6004,10509,4603,5906,235,137,98,10.2,12,8.5,16.9,17.6,16,14.4,14.3,14.4,11.8,13.7,9.8,2.2,2.9,1.6,18104,1458,55.4,38.7,2205,474,1806,3782,469,20.6,12.4,8.1,15,11,262,214,6040,1320,2580,1795,3460,1000,190,200,2655,565,1860,80,35,175,125,510,665,4585,290,935,3655,780,670,21.9,42.7,29.7,57.3,16.6,3.1,3.3,44,9.4,30.8,1.3,0.6,2.9,2.1,8.4,11,75.9,4.8,15.5,60.5,12.9,11.1,1405,150,1215,130,705,175,115,20,45,40,3,10.1,81.5,8.7,47.3,11.7,7.7,1.3,3,2.7,6
03403,"Oldenburg (Oldenburg), Stadt",169077,81019,88058,17422,9107,8315,9063,4586,4477,7644,3852,3792,1419,734,685,12560,6356,6204,10769,5440,5329,1791,916,875,115122,56120,59002,101930,49171,52759,13192,6949,6243,32332,13957,18375,31312,13449,17863,1020,508,512,10.3,11.2,9.4,15.7,16,15.3,14.3,14.4,14.1,11.5,12.4,10.6,3.2,3.6,2.8,64697,5629,56.4,44.8,5650,1429,6597,11394,1695,6.5,14.9,8.7,85,56,895,794,19145,3550,5490,3675,13650,2190,410,3635,5860,3420,7650,340,170,570,270,1445,1985,14615,1100,2685,10755,3135,2570,18.5,28.7,19.2,71.3,11.4,2.1,19,30.6,17.9,40,1.8,0.9,3,1.4,7.5,10.4,76.3,5.7,14,56.2,16.4,13.4,5740,455,5355,375,1695,250,2750,105,230,35,3.7,7.4,86.6,6.1,27.4,4,44.5,1.7,3.7,0.6,7.8
03404,"Osnabrück, Stadt",165251,79881,85370,22216,11711,10505,8816,4432,4384,7303,3701,3602,1513,731,782,11964,6174,5790,10069,5174,4895,1895,1000,895,113695,56331,57364,96519,47155,49364,17176,9176,8000,30776,12944,17832,29144,12140,17004,1632,804,828,13.4,14.7,12.3,17.2,16.5,17.8,15.8,16.2,15.5,15.1,16.3,13.9,5.3,6.2,4.6,65386,7649,57.7,46,6214,1937,9110,12125,1610,8.3,13.3,11.7,89,55,1029,920,25420,7840,9260,5870,16160,3470,330,555,9835,5420,6820,380,120,540,675,1510,2020,19775,2110,3015,12580,4780,5040,30.8,36.4,23.1,63.6,13.7,1.3,2.2,38.7,21.3,26.8,1.5,0.5,2.1,2.7,5.9,7.9,77.8,8.3,11.9,49.5,18.8,19.8,5150,815,4320,580,2395,240,465,185,135,90,3.5,14.2,75.5,10.1,41.9,4.2,8.1,3.2,2.4,1.6,11.1
03405,"Wilhelmshaven, Stadt",76089,37444,38645,7427,3819,3608,3938,1983,1955,3041,1548,1493,897,435,462,5292,2722,2570,4340,2233,2107,952,489,463,47060,24107,22953,41905,21348,20557,5155,2759,2396,19799,8632,11167,19376,8496,10880,423,136,287,9.8,10.2,9.3,22.8,21.9,23.6,18,18,18,11,11.4,10.4,2.1,1.6,2.6,25414,1940,53.7,39.1,3795,779,2424,7066,1120,22.7,15.9,7.6,32,19,515,495,8800,1905,2520,1760,6275,2110,145,665,2670,1060,3610,105,65,105,150,860,1030,6375,535,1125,5445,1010,1220,21.6,28.6,20,71.3,24,1.6,7.6,30.3,12,41,1.2,0.7,1.2,1.7,9.8,11.7,72.4,6.1,12.8,61.9,11.5,13.9,3055,150,2550,170,1475,120,465,20,35,55,3.8,5.2,88.9,5.9,51.4,4.2,16.2,0.7,1.2,1.9,-6.1
03451,"Ammerland",124859,60906,63953,7801,4178,3623,7089,3631,3458,6451,3323,3128,638,308,330,10452,5340,5112,9514,4865,4649,938,475,463,78163,38778,39385,72323,35556,36767,5840,3222,2618,29155,13157,15998,28770,12984,15786,385,173,212,6.2,6.9,5.7,9,8.5,9.5,9,8.9,9.1,7.5,8.3,6.6,1.3,1.3,1.3,48242,3238,61.8,58.5,2561,568,3725,4503,490,14.2,10.9,6.7,18,10,383,391,8735,1380,3760,2985,4975,1095,515,660,3870,1280,2395,110,40,525,240,585,995,6660,495,1245,4965,1410,1115,15.8,43,34.2,57,12.5,5.9,7.6,44.3,14.7,27.4,1.3,0.5,6,2.7,6.7,11.4,76.2,5.7,14.3,56.8,16.1,12.8,2605,570,1950,200,975,490,545,35,45,60,2.2,21,71.7,7.4,35.8,18,20,1.3,1.7,2.2,4.4
03452,"Aurich",189694,93316,96378,10439,5771,4668,10003,5185,4818,9205,4803,4402,798,382,416,15292,7956,7336,14208,7383,6825,1084,573,511,120306,60268,60038,112309,55759,56550,7997,4509,3488,44093,19907,24186,43533,19600,23933,560,307,253,5.5,6.2,4.8,8,7.4,8.6,7.1,7.2,7,6.6,7.5,5.8,1.3,1.5,1,69972,3965,57.7,48.5,6729,1121,4588,10865,884,21.1,8.1,5.7,22,17,615,433,11465,2510,4960,3280,6505,1685,245,265,5155,1225,2830,165,55,375,435,800,1175,8830,660,1505,6430,2040,1485,21.9,43.3,28.6,56.7,14.7,2.1,2.3,45,10.7,24.7,1.4,0.5,3.3,3.8,7,10.2,77,5.8,13.1,56.1,17.8,13,3585,485,2395,480,1265,210,220,35,85,155,1.8,14.4,71.3,14.3,37.6,6.3,6.5,1,2.5,4.6,-6.3
03453,"Cloppenburg",170682,86436,84246,18995,10770,8225,11612,5959,5653,9956,5103,4853,1656,856,800,16561,8533,8028,14733,7593,7140,1828,940,888,114141,59237,54904,99142,50510,48632,14999,8727,6272,28368,12707,15661,27856,12460,15396,512,247,265,11.1,12.5,9.8,14.3,14.4,14.2,11,11,11.1,13.1,14.7,11.4,1.8,1.9,1.7,71311,9963,62.8,69.4,3746,846,12334,7022,636,6.9,9.1,14,38,23,637,600,20565,2200,12880,11745,7685,1365,570,1105,13035,2435,3550,240,30,420,280,1565,1955,16445,605,3060,12165,3725,1620,10.7,62.6,57.1,37.4,6.6,2.8,5.4,63.4,11.8,17.3,1.2,0.1,2,1.4,7.6,9.5,80,2.9,14.9,59.2,18.1,7.9,3490,455,2725,245,1160,530,895,65,40,55,2,13.3,79.7,7.2,33.9,15.5,26.2,1.9,1.2,1.6,-2
03454,"Emsland",326954,166332,160622,36794,21651,15143,19736,10083,9653,17075,8723,8352,2661,1360,1301,28630,14747,13883,25241,13003,12238,3389,1744,1645,215644,112799,102845,187283,95509,91774,28361,17290,11071,62944,28703,34241,60561,27446,33115,2383,1257,1126,11.3,13,9.4,13.5,13.5,13.5,11.8,11.8,11.8,13.2,15.3,10.8,3.8,4.4,3.3,133129,14676,61.6,53.1,4431,954,16395,8575,734,5.4,8.6,11,48,45,1018,854,41090,5095,27560,19870,13525,2980,1045,995,28190,3090,7035,555,165,660,975,2800,3765,31920,2605,7350,22045,8325,3365,12.4,67.1,48.4,32.9,7.3,2.5,2.4,68.6,7.5,17.1,1.4,0.4,1.6,2.4,6.8,9.2,77.7,6.3,17.9,53.7,20.3,8.2,6285,885,4860,760,2420,960,830,110,230,245,2,13.6,74.7,11.7,37.2,14.8,12.8,1.7,3.5,3.8,3.5
03455,"Friesland",98704,48179,50525,4166,2125,2041,5127,2653,2474,4689,2430,2259,438,223,215,7557,3931,3626,6981,3644,3337,576,287,289,60040,29798,30242,57191,28319,28872,2849,1479,1370,25980,11797,14183,25677,11661,14016,303,136,167,4.2,4.4,4,8.5,8.4,8.7,7.6,7.3,8,4.7,5,4.5,1.2,1.2,1.2,35887,1343,59.7,47.5,2132,358,1577,3957,411,18.4,10.4,3.7,17,12,351,261,4905,1190,1625,930,3280,820,340,185,1700,635,1590,70,15,285,325,415,585,3515,395,560,2615,740,990,24.3,33.1,19,66.9,16.7,6.9,3.8,34.7,12.9,32.4,1.4,0.3,5.8,6.6,8.5,11.9,71.7,8.1,11.4,53.3,15.1,20.2,2000,325,1375,325,720,345,150,35,75,65,2.1,16,67.9,16,35.6,17,7.4,1.7,3.7,3.2,1.3
03456,"Grafschaft Bentheim",137162,68658,68504,20472,11070,9402,8119,4140,3979,6934,3549,3385,1185,591,594,12181,6276,5905,10361,5318,5043,1820,958,862,88347,45247,43100,73921,37338,36583,14426,7909,6517,28515,12995,15520,25474,11383,14091,3041,1612,1429,14.9,16.1,13.7,14.6,14.3,14.9,14.9,15.3,14.6,16.3,17.5,15.1,10.7,12.4,9.2,53081,4833,60.1,34.6,1825,475,5717,3436,298,7.4,8.7,9.1,18,11,346,284,22410,3140,15875,4855,6535,1270,325,390,16260,2245,2875,190,60,325,400,1145,1960,15780,3520,1995,9315,7150,3950,14,70.8,21.7,29.2,5.7,1.5,1.7,72.6,10,12.8,0.8,0.3,1.5,1.8,5.1,8.7,70.4,15.7,8.9,41.6,31.9,17.6,2530,405,1845,400,1050,285,305,65,100,70,1.9,15.3,69.6,15.1,39.6,10.8,11.5,2.5,3.8,2.6,4.7
03457,"Leer",170756,85211,85545,14452,8648,5804,9762,5049,4713,8595,4409,4186,1167,640,527,14286,7272,7014,12866,6518,6348,1420,754,666,109925,56176,53749,99188,49543,49645,10737,6633,4104,36783,16714,20069,35655,16093,19562,1128,621,507,8.5,10.1,6.8,12,12.7,11.2,9.9,10.4,9.5,9.8,11.8,7.6,3.1,3.7,2.5,61908,3710,56.4,36.5,4703,926,4261,8065,883,8,10.9,6,24,20,451,382,15200,2295,7875,4090,7330,1845,560,480,8140,1260,2755,130,65,825,620,1330,1650,11025,1195,2355,7920,3390,1540,15.1,51.8,26.9,48.2,12.1,3.7,3.2,53.6,8.3,18.1,0.9,0.4,5.4,4.1,8.8,10.9,72.5,7.9,15.5,52.1,22.3,10.1,3370,800,2470,520,1325,475,360,55,85,105,2.2,21.1,65.2,13.7,35,12.5,9.5,1.5,2.2,2.8,12.5
